name,stage,points_scale,parcours_type,year,month,day,type,length,profile_score,avg_speed,vertical_meters,won_how,place,rider,team,age,time
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,1.0,KOPECKY Lotte,Team SD Worx,26.0,0.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,2.0,VAN VLEUTEN Annemiek,Movistar Team,39.0,0.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,3.0,MOOLMAN Ashleigh,Team SD Worx,36.0,10.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,4.0,NIEWIADOMA Katarzyna,Canyon//SRAM Racing,27.0,19.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,5.0,LUDWIG Cecilie Uttrup,FDJ Nouvelle-Aquitaine Futuroscope,26.0,24.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,6.0,CHABBEY Elise,Canyon//SRAM Racing,28.0,28.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,7.0,VOS Marianne,Team Jumbo-Visma,34.0,29.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,8.0,LONGO BORGHINI Elisa,Trek - Segafredo,30.0,29.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,9.0,VAN ANROOIJ Shirin,Trek - Segafredo,20.0,34.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,10.0,PERSICO Silvia,Valcar - Travel & Service,24.0,34.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,11.0,BROWN Grace,FDJ Nouvelle-Aquitaine Futuroscope,29.0,39.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,12.0,VOLLERING Demi,Team SD Worx,25.0,50.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,13.0,LIPPERT Liane,Team DSM,24.0,97.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,14.0,MACKAIJ Floortje,Team DSM,26.0,99.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,15.0,KASTELIJN Yara,Plantur-Pura,24.0,113.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,16.0,VAN DEN BROEK-BLAAK Chantal,Team SD Worx,32.0,127.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,17.0,KOSTER Anouska,Team Jumbo-Visma,28.0,204.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,18.0,ROSEMAN-GANNON Ruby,Team BikeExchange - Jayco,23.0,208.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,19.0,PALADIN Soraya,Canyon//SRAM Racing,28.0,208.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,20.0,STULTIENS Sabrina,Liv Racing Xstra,28.0,208.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,21.0,LABECKI Coryn,Team Jumbo-Visma,29.0,211.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,22.0,AMIALIUSIK Alena,Canyon//SRAM Racing,33.0,211.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,23.0,GERRITSE Femke,Parkhotel Valkenburg,20.0,213.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,24.0,FISHER-BLACK Niamh,Team SD Worx,21.0,217.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,25.0,CORDON-RAGOT Audrey,Trek - Segafredo,32.0,217.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,26.0,LABOUS Juliette,Team DSM,23.0,217.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,27.0,MAGNALDI Erica,UAE Team ADQ,29.0,226.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,28.0,BASTIANELLI Marta,UAE Team ADQ,34.0,226.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,29.0,GARCÍA Mavi,UAE Team ADQ,38.0,228.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,30.0,HENDERSON Anna,Team Jumbo-Visma,23.0,235.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,31.0,VALLIERES Magdeleine,EF Education-TIBCO-SVB,20.0,256.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,32.0,BUJAK Eugenia,UAE Team ADQ,32.0,256.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,33.0,WILLIAMS Lily,Human Powered Health,27.0,273.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,34.0,LACH Marta,Ceratizit-WNT Pro Cycling,24.0,278.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,35.0,GUAZZINI Vittoria,FDJ Nouvelle-Aquitaine Futuroscope,21.0,284.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,36.0,FIDANZA Arianna,Team BikeExchange - Jayco,27.0,381.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,37.0,BERTIZZOLO Sofia,UAE Team ADQ,24.0,381.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,38.0,ZANARDI Silvia,Bepink,22.0,381.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,39.0,PATIÑO Paula Andrea,Movistar Team,24.0,381.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,40.0,WILLIAMS Georgia,Team BikeExchange - Jayco,28.0,387.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,41.0,SMITH Abi,EF Education-TIBCO-SVB,19.0,391.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,42.0,KOREVAAR Jeanne,Liv Racing Xstra,25.0,391.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,43.0,DRONOVA-BALABOLINA Tamara,Roland Cogeas Edelweiss Squad,28.0,391.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,44.0,SCHOENS Quinty,Parkhotel Valkenburg,23.0,394.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,45.0,BALSAMO Elisa,Trek - Segafredo,24.0,394.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,46.0,BUYSMAN Nina,Human Powered Health,24.0,400.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,47.0,DEMEY Valerie,Liv Racing Xstra,28.0,400.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,48.0,LE NET Marie,FDJ Nouvelle-Aquitaine Futuroscope,22.0,400.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,49.0,SHACKLEY Anna,Team SD Worx,20.0,403.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,50.0,CURINIER Léa,Team DSM,20.0,414.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,51.0,GONZÁLEZ Alicia,Movistar Team,26.0,425.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,52.0,ROOIJAKKERS Pauliena,Canyon//SRAM Racing,28.0,523.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,53.0,JASKULSKA Marta,Liv Racing Xstra,21.0,526.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,54.0,BORGHESI Letizia,EF Education-TIBCO-SVB,23.0,538.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,55.0,CANT Sanne,Plantur-Pura,31.0,594.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,56.0,BARIL Olivia,Valcar - Travel & Service,24.0,604.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,57.0,MARTURANO Greta,Top Girls Fassa Bortolo,23.0,629.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,58.0,ARZUFFI Alice Maria,Valcar - Travel & Service,27.0,679.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,59.0,CARBONARI Anastasia,Valcar - Travel & Service,22.0,761.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,60.0,ALESSIO Camilla,Ceratizit-WNT Pro Cycling,20.0,761.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,61.0,BEEKHUIS Teuntje,Team Jumbo-Visma,26.0,777.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,62.0,KIRCHMANN Leah,Team DSM,31.0,777.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,63.0,CROMWELL Tiffany,Canyon//SRAM Racing,33.0,778.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,64.0,DRUMMOND Michaela,Bepink,23.0,778.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,65.0,VAN DE VELDE Julie,Plantur-Pura,28.0,778.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,66.0,CONFALONIERI Maria Giulia,Ceratizit-WNT Pro Cycling,28.0,778.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,67.0,QUAGLIOTTO Nadia,Bepink,24.0,778.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,68.0,RIEDMANN Linda,Team Jumbo-Visma,18.0,778.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,69.0,VITILLO Matilde,Bepink,20.0,782.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,70.0,EIBL Ronja,Plantur-Pura,22.0,782.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,71.0,RAGUSA Katia,Liv Racing Xstra,24.0,782.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,72.0,SÜßEMILCH Laura,Plantur-Pura,25.0,782.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,73.0,MALCOTTI Barbara,Human Powered Health,22.0,790.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,74.0,LUTRO Amalie,Uno-X Pro Cycling Team,21.0,794.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,75.0,DE JONG Demi,Parkhotel Valkenburg,27.0,798.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,76.0,GUILMAN Victorie,FDJ Nouvelle-Aquitaine Futuroscope,25.0,798.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,77.0,BALDUCCI Francesca,Aromitalia - Basso Bikes - Vaiano,25.0,798.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,78.0,HANSON Lauretta,Trek - Segafredo,27.0,798.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,79.0,SPRATT Amanda,Team BikeExchange - Jayco,34.0,801.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,80.0,POIDEVIN Sara,EF Education-TIBCO-SVB,25.0,801.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,81.0,NILSSON Hanna,Ceratizit-WNT Pro Cycling,30.0,801.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,82.0,REALINI Gaia,Isolmant - Premac - Vittoria,20.0,801.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,83.0,BARNES Hannah,Uno-X Pro Cycling Team,28.0,811.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,84.0,BIANNIC Aude,Movistar Team,30.0,849.0
strade-bianche-donne,,F-WWT,p3,2022.0,3.0,5.0,one-day-race,136.0,111.0,34.109 km/h,1944.0,sprint a deux,85.0,AALERUD Katrine,Movistar Team,27.0,849.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,1.0,WIEBES Lorena,Team DSM,22.0,0.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,2.0,BALSAMO Elisa,Trek - Segafredo,24.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,3.0,KOPECKY Lotte,Team SD Worx,26.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,4.0,COPPONI Clara,FDJ Nouvelle-Aquitaine Futuroscope,23.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,5.0,BASTIANELLI Marta,UAE Team ADQ,34.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,6.0,BARNES Alice,Canyon//SRAM Racing,26.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,7.0,CONSONNI Chiara,Valcar - Travel & Service,22.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,8.0,KESSLER Nina,Team BikeExchange - Jayco,33.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,9.0,VAN DEN BOS Jip,Team Jumbo-Visma,25.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,10.0,ROY Sarah,Canyon//SRAM Racing,36.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,11.0,HOSKING Chloe,Trek - Segafredo,31.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,12.0,PERSICO Silvia,Valcar - Travel & Service,24.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,13.0,MAJERUS Christine,Team SD Worx,35.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,14.0,BUYSMAN Nina,Human Powered Health,24.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,15.0,GEORGI Pfeiffer,Team DSM,21.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,16.0,JACKSON Alison,Liv Racing Xstra,33.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,17.0,VAN DIJK Ellen,Trek - Segafredo,35.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,18.0,KOSTER Anouska,Team Jumbo-Visma,28.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,19.0,WILLIAMS Lily,Human Powered Health,27.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,20.0,ANDERSEN Susanne,Uno-X Pro Cycling Team,23.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,21.0,CONFALONIERI Maria Giulia,Ceratizit-WNT Pro Cycling,28.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,22.0,BORGSTRÖM Julia,NXTG by Experza,20.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,23.0,MARKUS Riejanne,Team Jumbo-Visma,27.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,24.0,KASPER Romy,Team Jumbo-Visma,33.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,25.0,CHABBEY Elise,Canyon//SRAM Racing,28.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,26.0,FIDANZA Arianna,Team BikeExchange - Jayco,27.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,27.0,REUSSER Marlen,Team SD Worx,30.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,28.0,BORGLI Stine,FDJ Nouvelle-Aquitaine Futuroscope,31.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,29.0,ADEGEEST Loes,Netherlands,25.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,30.0,CECCHINI Elena,Team SD Worx,29.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,31.0,BERTIZZOLO Sofia,UAE Team ADQ,24.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,32.0,GERRITSE Femke,Parkhotel Valkenburg,20.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,33.0,MACKAIJ Floortje,Team DSM,26.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,34.0,GASPARRINI Eleonora Camilla,Valcar - Travel & Service,19.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,35.0,LE NET Marie,FDJ Nouvelle-Aquitaine Futuroscope,22.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,36.0,BAKER Georgia,Team BikeExchange - Jayco,27.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,37.0,SWINKELS Karlijn,Team Jumbo-Visma,23.0,1.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,38.0,HARRIS Ella,Canyon//SRAM Racing,23.0,43.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,39.0,MARKUS Femke,Parkhotel Valkenburg,25.0,101.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,40.0,BREDEWOLD Mischa,Parkhotel Valkenburg,21.0,101.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,41.0,BOSSUYT Shari,Canyon//SRAM Racing,21.0,108.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,42.0,DEMEY Valerie,Liv Racing Xstra,28.0,108.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,43.0,CORDON-RAGOT Audrey,Trek - Segafredo,32.0,108.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,44.0,KOREVAAR Jeanne,Liv Racing Xstra,25.0,108.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,45.0,FOURNIER Roxane,Team SD Worx,30.0,108.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,46.0,STEIGENGA Nicole,Netherlands,24.0,295.0
womens-worldtour-ronde-van-drenthe,,F-WWT,p2,2022.0,3.0,12.0,one-day-race,155.9,11.0,38.412 km/h,499.0,sprint of large group,47.0,NOOIJEN Lieke,Parkhotel Valkenburg,20.0,295.0
